arise_control_id,prEN 18229-1 Reference,rationale
R.IC.I-01,Arts. 12-14 - Trustworthiness Requirements,"ARISE control Personnel (RESPOND) maps to Arts. 12-14 - Trustworthiness Requirements of prEN 18229-1, which covers AI trustworthiness requirements including logging specifications (Art. 12), transparency disclosures (Art. 13), and human oversight mechanisms (Art. 14). 1 of 7 requirements demonstrate direct keyword alignment to this standard: R.IC.I-01-req-03 (Trusted Channel Verification: Establish and train staff on a primary channel and a challenge-response protocol to verify that incident instructions are genuine, mitigating social engineering attacks.) -- matched terms: trust. These requirements substantively address prEN 18229-1 obligations at the individual requirement level, confirming strong traceability."
R.IC.I-02,Arts. 12-14 - Trustworthiness Requirements,"ARISE control Top Management (RESPOND) maps to Arts. 12-14 - Trustworthiness Requirements of prEN 18229-1, which covers AI trustworthiness requirements including logging specifications (Art. 12), transparency disclosures (Art. 13), and human oversight mechanisms (Art. 14). 2 of 7 requirements demonstrate direct keyword alignment to this standard: R.IC.I-02-req-02 (Decision Logs: Maintain records of decisions, approvals, and strategic directives issued during incidents.) -- matched terms: log, record"
R.IC.I-03,Arts. 12-14 - Trustworthiness Requirements,"ARISE control Incident Response Team (RESPOND) maps to Arts. 12-14 - Trustworthiness Requirements of prEN 18229-1, which covers AI trustworthiness requirements including logging specifications (Art. 12), transparency disclosures (Art. 13), and human oversight mechanisms (Art. 14). 3 of 7 requirements demonstrate direct keyword alignment to this standard: R.IC.I-03-req-01 (Communication Discipline: Establish protocols for information security—no external disclosures without approval; need-to-know enforcement.) -- matched terms: disclosure"
R.IC.P,Art. 13 - Transparency Disclosures,"ARISE control Public Updates / Disclosures (RESPOND) maps to Art. 13 - Transparency Disclosures of prEN 18229-1, which covers AI trustworthiness requirements including logging specifications (Art. 12), transparency disclosures (Art. 13), and human oversight mechanisms (Art. 14). 2 of 7 requirements demonstrate direct keyword alignment to this standard: R.IC.P-req-03 (Predefined Templates: Use predefined media templates and Q&A documents (holding statements) for various scenarios (e.g., Ransomware, Data Leak, AI Bias Event).) -- matched terms: bias"
R.IC.R,Arts. 12-14 - Trustworthiness Requirements,"ARISE control Recovery Activity & Restoration (RESPOND) maps to Arts. 12-14 - Trustworthiness Requirements of prEN 18229-1, which covers AI trustworthiness requirements including logging specifications (Art. 12), transparency disclosures (Art. 13), and human oversight mechanisms (Art. 14). 1 of 6 requirements demonstrate direct keyword alignment to this standard: R.IC.R-req-06 (Outreach Logging: Track and log customer outreach for auditability.) -- matched terms: log, logging. These requirements substantively address prEN 18229-1 obligations at the individual requirement level, confirming strong traceability."
R.IM-01,Arts. 12-14 - Trustworthiness Requirements,"ARISE control Containment (RESPOND) maps to Arts. 12-14 - Trustworthiness Requirements of prEN 18229-1, which covers AI trustworthiness requirements including logging specifications (Art. 12), transparency disclosures (Art. 13), and human oversight mechanisms (Art. 14). 2 of 8 requirements demonstrate direct keyword alignment to this standard: R.IM-01-req-05 (Evidence Preservation: Capture snapshots, logs, and forensic images before containment modifications when feasible.) -- matched terms: log"
R.IM-02,Arts. 12-14 - Trustworthiness Requirements,"ARISE control Eradication (RESPOND) maps to Arts. 12-14 - Trustworthiness Requirements of prEN 18229-1, which covers AI trustworthiness requirements including logging specifications (Art. 12), transparency disclosures (Art. 13), and human oversight mechanisms (Art. 14). 2 of 7 requirements demonstrate direct keyword alignment to this standard: R.IM-02-req-03 (Change Control: Track eradication through formal change records; approvals for returning assets to production.) -- matched terms: record"
R.IM-03,Arts. 12-14 - Trustworthiness,"ARISE control Disaster Recovery (RESPOND) maps to Arts. 12-14 - Trustworthiness of prEN 18229-1, which covers AI trustworthiness requirements including logging specifications (Art. 12), transparency disclosures (Art. 13), and human oversight mechanisms (Art. 14). The control addresses: Recover systems and data from a clean, trusted state post-incident using verified, immutable backups.. None of the 6 individual requirements contain explicit keyword matches to prEN 18229-1 terminology. The mapping is established at the control level based on overall subject matter and domain alignment. This represents a traceability gap at the requirement level -- consider adding explicit prEN 18229-1 language to one or more requirements to strengthen direct traceability."
R.IM-04,Arts. 12-14 - Trustworthiness Requirements,"ARISE control Business Continuity (RESPOND) maps to Arts. 12-14 - Trustworthiness Requirements of prEN 18229-1, which covers AI trustworthiness requirements including logging specifications (Art. 12), transparency disclosures (Art. 13), and human oversight mechanisms (Art. 14). The control addresses: Maintain critical operations during incident response and recovery, ensuring customer commitments and mission continuity.. None of the 6 individual requirements contain explicit keyword matches to prEN 18229-1 terminology. The mapping is established at the control level based on overall subject matter and domain alignment. This represents a traceability gap at the requirement level -- consider adding explicit prEN 18229-1 language to one or more requirements to strengthen direct traceability."
R.IR-01,Arts. 12-14 - Trustworthiness,"ARISE control Incident Response: AI (RESPOND) maps to Arts. 12-14 - Trustworthiness of prEN 18229-1, which covers AI trustworthiness requirements including logging specifications (Art. 12), transparency disclosures (Art. 13), and human oversight mechanisms (Art. 14). 6 of 10 requirements demonstrate direct keyword alignment to this standard: R.IR-01-req-01 (Roles & Responsibilities: Assign roles for detection, triage, ethics escalation, privacy/legal review, and technical containment.) -- matched terms: ethics"
R.IR-02,Arts. 12-14 - Trustworthiness Requirements,"ARISE control Incident Response: Cybersecurity (RESPOND) maps to Arts. 12-14 - Trustworthiness Requirements of prEN 18229-1, which covers AI trustworthiness requirements including logging specifications (Art. 12), transparency disclosures (Art. 13), and human oversight mechanisms (Art. 14). 1 of 8 requirements demonstrate direct keyword alignment to this standard: R.IR-02-req-05 (Reporting & Review: Record incident details, actions, and verification outcomes; link to POA&M updates and root-cause records.) -- matched terms: record. These requirements substantively address prEN 18229-1 obligations at the individual requirement level, confirming strong traceability."
R.IR-03,Arts. 12-14 - Trustworthiness,"ARISE control Incident Response: Privacy (RESPOND) maps to Arts. 12-14 - Trustworthiness of prEN 18229-1, which covers AI trustworthiness requirements including logging specifications (Art. 12), transparency disclosures (Art. 13), and human oversight mechanisms (Art. 14). 2 of 7 requirements demonstrate direct keyword alignment to this standard: R.IR-03-req-02 (Notification & Reporting: File regulator notices within statutory deadlines (e.g., 72h); notify affected subjects. DPO oversight is mandatory.) -- matched terms: oversight"
R.LL,Arts. 12-14 - Trustworthiness Requirements,"ARISE control Incident Lessons Learned (RESPOND) maps to Arts. 12-14 - Trustworthiness Requirements of prEN 18229-1, which covers AI trustworthiness requirements including logging specifications (Art. 12), transparency disclosures (Art. 13), and human oversight mechanisms (Art. 14). The control addresses: Ensure every incident or near miss results in measurable learning, control enhancement, and organizational improvement.. None of the 6 individual requirements contain explicit keyword matches to prEN 18229-1 terminology. The mapping is established at the control level based on overall subject matter and domain alignment. This represents a traceability gap at the requirement level -- consider adding explicit prEN 18229-1 language to one or more requirements to strengthen direct traceability."
V.AD-01,Arts. 12-14 - Trustworthiness Requirements,"ARISE control External Audit: AI Audit (VALIDATE) maps to Arts. 12-14 - Trustworthiness Requirements of prEN 18229-1, which covers AI trustworthiness requirements including logging specifications (Art. 12), transparency disclosures (Art. 13), and human oversight mechanisms (Art. 14). 2 of 6 requirements demonstrate direct keyword alignment to this standard: V.AD-01-req-02 (Audit Readiness: Curate policy sets, inventories, TEVV artifacts, evaluation/verification/validation packages, and incident logs; appoint liaison and evidence owners.) -- matched terms: log"
V.AD-02,Arts. 12-14 - Trustworthiness,"ARISE control External Audit: Security Audit (VALIDATE) maps to Arts. 12-14 - Trustworthiness of prEN 18229-1, which covers AI trustworthiness requirements including logging specifications (Art. 12), transparency disclosures (Art. 13), and human oversight mechanisms (Art. 14). The control addresses: Gain independent validation of ISMS and cybersecurity posture (e.g., certification or attestation) to enhance trust and demonstrate control effectiveness.. None of the 4 individual requirements contain explicit keyword matches to prEN 18229-1 terminology. The mapping is established at the control level based on overall subject matter and domain alignment. This represents a traceability gap at the requirement level -- consider adding explicit prEN 18229-1 language to one or more requirements to strengthen direct traceability."
V.CI-01,Arts. 12-14 - Trustworthiness Requirements,"ARISE control Reporting Channels (VALIDATE) maps to Arts. 12-14 - Trustworthiness Requirements of prEN 18229-1, which covers AI trustworthiness requirements including logging specifications (Art. 12), transparency disclosures (Art. 13), and human oversight mechanisms (Art. 14). 1 of 6 requirements demonstrate direct keyword alignment to this standard: V.CI-01-req-02 (Triage & SLAs: Categorize reports (security, privacy, ethics, product safety); set response/acknowledgement SLAs; track every submission to closure.) -- matched terms: ethics. These requirements substantively address prEN 18229-1 obligations at the individual requirement level, confirming strong traceability."
V.CI-02,Arts. 12-14 - Trustworthiness,"ARISE control Internal Audit: AI Audit (VALIDATE) maps to Arts. 12-14 - Trustworthiness of prEN 18229-1, which covers AI trustworthiness requirements including logging specifications (Art. 12), transparency disclosures (Art. 13), and human oversight mechanisms (Art. 14). 1 of 6 requirements demonstrate direct keyword alignment to this standard: V.CI-02-req-02 (Test Procedures: Evidence sampling of TEVV artifacts, fairness/robustness metrics, privacy constraints, explainability proofs, and inventory completeness.) -- matched terms: explainable, fairness. These requirements substantively address prEN 18229-1 obligations at the individual requirement level, confirming strong traceability."
V.CI-03,Art. 12 - Logging Specifications,"ARISE control Internal Audit: Security Audit (VALIDATE) maps to Art. 12 - Logging Specifications of prEN 18229-1, which covers AI trustworthiness requirements including logging specifications (Art. 12), transparency disclosures (Art. 13), and human oversight mechanisms (Art. 14). The control addresses: Independently assess ISMS control design and operating effectiveness across technology, process, and organizational domains.. None of the 6 individual requirements contain explicit keyword matches to prEN 18229-1 terminology. The mapping is established at the control level based on overall subject matter and domain alignment. This represents a traceability gap at the requirement level -- consider adding explicit prEN 18229-1 language to one or more requirements to strengthen direct traceability."
V.IA,Arts. 12-14 - Trustworthiness Requirements,"ARISE control Internal Audit (VALIDATE) maps to Arts. 12-14 - Trustworthiness Requirements of prEN 18229-1, which covers AI trustworthiness requirements including logging specifications (Art. 12), transparency disclosures (Art. 13), and human oversight mechanisms (Art. 14). The control addresses: Provide independent assurance on the adequacy and effectiveness of security, privacy, and AI governance controls.. None of the 5 individual requirements contain explicit keyword matches to prEN 18229-1 terminology. The mapping is established at the control level based on overall subject matter and domain alignment. This represents a traceability gap at the requirement level -- consider adding explicit prEN 18229-1 language to one or more requirements to strengthen direct traceability."
V.TE-01,Arts. 12-14 - Trustworthiness Requirements,"ARISE control Testing (VALIDATE) maps to Arts. 12-14 - Trustworthiness Requirements of prEN 18229-1, which covers AI trustworthiness requirements including logging specifications (Art. 12), transparency disclosures (Art. 13), and human oversight mechanisms (Art. 14). The control addresses: Plan and execute comprehensive functional, security, reliability, and safety tests for systems and AI components to discover defects early and reduce production risk.. None of the 8 individual requirements contain explicit keyword matches to prEN 18229-1 terminology. The mapping is established at the control level based on overall subject matter and domain alignment. This represents a traceability gap at the requirement level -- consider adding explicit prEN 18229-1 language to one or more requirements to strengthen direct traceability."
V.TE-02,Arts. 12-14 - Trustworthiness Requirements,"ARISE control Evaluation (VALIDATE) maps to Arts. 12-14 - Trustworthiness Requirements of prEN 18229-1, which covers AI trustworthiness requirements including logging specifications (Art. 12), transparency disclosures (Art. 13), and human oversight mechanisms (Art. 14). 3 of 8 requirements demonstrate direct keyword alignment to this standard: V.TE-02-req-01 (Evaluation Design: Define goals, metrics (effectiveness, calibration, latency, robustness, fairness, privacy, transparency), datasets, and sampling frames; include domain and demographic slices.) -- matched terms: fairness, transparency"
V.TE-03,Arts. 12-14 - Trustworthiness Requirements,"ARISE control Verification (VALIDATE) maps to Arts. 12-14 - Trustworthiness Requirements of prEN 18229-1, which covers AI trustworthiness requirements including logging specifications (Art. 12), transparency disclosures (Art. 13), and human oversight mechanisms (Art. 14). 2 of 8 requirements demonstrate direct keyword alignment to this standard: V.TE-03-req-01 (Requirements Traceability: Maintain bidirectional traceability across requirements - designs - tests - results; include policy and governance requirements (e.g., logging, retention, guardrails).) -- matched terms: log, logging"
V.TE-04,Arts. 12-14 - Trustworthiness Requirements,"ARISE control Validation (VALIDATE) maps to Arts. 12-14 - Trustworthiness Requirements of prEN 18229-1, which covers AI trustworthiness requirements including logging specifications (Art. 12), transparency disclosures (Art. 13), and human oversight mechanisms (Art. 14). 3 of 7 requirements demonstrate direct keyword alignment to this standard: V.TE-04-req-02 (Documentation: Produce validation protocols, acceptance records, and rationale for decisions.) -- matched terms: record"
