arise_control_id,prEN 18229-2 Reference,rationale
R.IC.E-04,Art. 15 - Trustworthiness Evaluation,"ARISE control Privacy Notification Requirements (RESPOND) maps to Art. 15 - Trustworthiness Evaluation of prEN 18229-2, which covers AI system accuracy and robustness including testing methods, numerical accuracy limits, performance benchmarks, and robustness evaluation against distribution shift and adversarial conditions. The control addresses: Notify affected individuals per legal and contractual obligations following a verified data breach.. None of the 6 individual requirements contain explicit keyword matches to prEN 18229-2 terminology. The mapping is established at the control level based on overall subject matter and domain alignment. This represents a traceability gap at the requirement level -- consider adding explicit prEN 18229-2 language to one or more requirements to strengthen direct traceability."
R.IC.I-01,Art. 15 - Trustworthiness Evaluation,"ARISE control Personnel (RESPOND) maps to Art. 15 - Trustworthiness Evaluation of prEN 18229-2, which covers AI system accuracy and robustness including testing methods, numerical accuracy limits, performance benchmarks, and robustness evaluation against distribution shift and adversarial conditions. 2 of 7 requirements demonstrate direct keyword alignment to this standard: R.IC.I-01-req-03 (Trusted Channel Verification: Establish and train staff on a primary channel and a challenge-response protocol to verify that incident instructions are genuine, mitigating social engineering attacks.) -- matched terms: attack, verification"
R.IC.I-02,Art. 15 - Trustworthiness Evaluation,"ARISE control Top Management (RESPOND) maps to Art. 15 - Trustworthiness Evaluation of prEN 18229-2, which covers AI system accuracy and robustness including testing methods, numerical accuracy limits, performance benchmarks, and robustness evaluation against distribution shift and adversarial conditions. 1 of 7 requirements demonstrate direct keyword alignment to this standard: R.IC.I-02-req-06 (Risk Metrics: Include metrics linked to organizational risk appetite and materiality thresholds.) -- matched terms: metric. These requirements substantively address prEN 18229-2 obligations at the individual requirement level, confirming strong traceability."
R.IC.I-03,Art. 15 - Trustworthiness Evaluation,"ARISE control Incident Response Team (RESPOND) maps to Art. 15 - Trustworthiness Evaluation of prEN 18229-2, which covers AI system accuracy and robustness including testing methods, numerical accuracy limits, performance benchmarks, and robustness evaluation against distribution shift and adversarial conditions. The control addresses: Maintain synchronized internal communication during active incidents with a single source of truth.. None of the 7 individual requirements contain explicit keyword matches to prEN 18229-2 terminology. The mapping is established at the control level based on overall subject matter and domain alignment. This represents a traceability gap at the requirement level -- consider adding explicit prEN 18229-2 language to one or more requirements to strengthen direct traceability."
R.IC.P,Art. 15 - Trustworthiness Evaluation,"ARISE control Public Updates / Disclosures (RESPOND) maps to Art. 15 - Trustworthiness Evaluation of prEN 18229-2, which covers AI system accuracy and robustness including testing methods, numerical accuracy limits, performance benchmarks, and robustness evaluation against distribution shift and adversarial conditions. 1 of 7 requirements demonstrate direct keyword alignment to this standard: R.IC.P-req-02 (Legal & Risk Review: All communications undergo Legal, Risk, and Executive review prior to release to ensure accuracy and limit liability.) -- matched terms: accuracy. These requirements substantively address prEN 18229-2 obligations at the individual requirement level, confirming strong traceability."
R.IC.R,Art. 15 - Trustworthiness Evaluation,"ARISE control Recovery Activity & Restoration (RESPOND) maps to Art. 15 - Trustworthiness Evaluation of prEN 18229-2, which covers AI system accuracy and robustness including testing methods, numerical accuracy limits, performance benchmarks, and robustness evaluation against distribution shift and adversarial conditions. 1 of 6 requirements demonstrate direct keyword alignment to this standard: R.IC.R-req-04 (Data Validation: Validate all external statements against real-time operational data.) -- matched terms: validation. These requirements substantively address prEN 18229-2 obligations at the individual requirement level, confirming strong traceability."
R.IM-01,Art. 15 - Trustworthiness Evaluation,"ARISE control Containment (RESPOND) maps to Art. 15 - Trustworthiness Evaluation of prEN 18229-2, which covers AI system accuracy and robustness including testing methods, numerical accuracy limits, performance benchmarks, and robustness evaluation against distribution shift and adversarial conditions. 2 of 8 requirements demonstrate direct keyword alignment to this standard: R.IM-01-req-03 (Verification: Validate that containment succeeded and document all actions.) -- matched terms: verification"
R.IM-02,Art. 15 - Trustworthiness Evaluation,"ARISE control Eradication (RESPOND) maps to Art. 15 - Trustworthiness Evaluation of prEN 18229-2, which covers AI system accuracy and robustness including testing methods, numerical accuracy limits, performance benchmarks, and robustness evaluation against distribution shift and adversarial conditions. 3 of 7 requirements demonstrate direct keyword alignment to this standard: R.IM-02-req-02 (Validation Tests: Run post-remediation scans, regression tests, and AI inference checks for residual anomalies.) -- matched terms: test, validation"
R.IM-03,Art. 15 - Trustworthiness Evaluation,"ARISE control Disaster Recovery (RESPOND) maps to Art. 15 - Trustworthiness Evaluation of prEN 18229-2, which covers AI system accuracy and robustness including testing methods, numerical accuracy limits, performance benchmarks, and robustness evaluation against distribution shift and adversarial conditions. 4 of 6 requirements demonstrate direct keyword alignment to this standard: R.IM-03-req-01 (Restore Procedures: Maintain tested restore runbooks for systems, models, and datasets; verify signatures before redeployment.) -- matched terms: test"
R.IM-04,Art. 15 - Trustworthiness Evaluation,"ARISE control Business Continuity (RESPOND) maps to Art. 15 - Trustworthiness Evaluation of prEN 18229-2, which covers AI system accuracy and robustness including testing methods, numerical accuracy limits, performance benchmarks, and robustness evaluation against distribution shift and adversarial conditions. 1 of 6 requirements demonstrate direct keyword alignment to this standard: R.IM-04-req-06 (Testing & Validation: Documented continuity plans for all operations; semi-annual testing of fallbacks.) -- matched terms: test, testing, validation. These requirements substantively address prEN 18229-2 obligations at the individual requirement level, confirming strong traceability."
R.IR-01,Art. 15 - Trustworthiness Evaluation,"ARISE control Incident Response: AI (RESPOND) maps to Art. 15 - Trustworthiness Evaluation of prEN 18229-2, which covers AI system accuracy and robustness including testing methods, numerical accuracy limits, performance benchmarks, and robustness evaluation against distribution shift and adversarial conditions. 3 of 10 requirements demonstrate direct keyword alignment to this standard: R.IR-01-req-02 (Initial Assessment: Define harm thresholds (ethical, reputational, regulatory). Perform rapid validation using logs, telemetry, and replication tests.) -- matched terms: test, validation"
R.IR-02,Art. 15 - Trustworthiness Evaluation,"ARISE control Incident Response: Cybersecurity (RESPOND) maps to Art. 15 - Trustworthiness Evaluation of prEN 18229-2, which covers AI system accuracy and robustness including testing methods, numerical accuracy limits, performance benchmarks, and robustness evaluation against distribution shift and adversarial conditions. 2 of 8 requirements demonstrate direct keyword alignment to this standard: R.IR-02-req-05 (Reporting & Review: Record incident details, actions, and verification outcomes; link to POA&M updates and root-cause records.) -- matched terms: verification"
R.IR-03,Art. 15 - Trustworthiness Evaluation,"ARISE control Incident Response: Privacy (RESPOND) maps to Art. 15 - Trustworthiness Evaluation of prEN 18229-2, which covers AI system accuracy and robustness including testing methods, numerical accuracy limits, performance benchmarks, and robustness evaluation against distribution shift and adversarial conditions. The control addresses: Manage and mitigate personal data breaches or unauthorized processing activities, ensuring compliance with privacy laws and customer trust.. None of the 7 individual requirements contain explicit keyword matches to prEN 18229-2 terminology. The mapping is established at the control level based on overall subject matter and domain alignment. This represents a traceability gap at the requirement level -- consider adding explicit prEN 18229-2 language to one or more requirements to strengthen direct traceability."
R.LL,Art. 15 - Trustworthiness Evaluation,"ARISE control Incident Lessons Learned (RESPOND) maps to Art. 15 - Trustworthiness Evaluation of prEN 18229-2, which covers AI system accuracy and robustness including testing methods, numerical accuracy limits, performance benchmarks, and robustness evaluation against distribution shift and adversarial conditions. The control addresses: Ensure every incident or near miss results in measurable learning, control enhancement, and organizational improvement.. None of the 6 individual requirements contain explicit keyword matches to prEN 18229-2 terminology. The mapping is established at the control level based on overall subject matter and domain alignment. This represents a traceability gap at the requirement level -- consider adding explicit prEN 18229-2 language to one or more requirements to strengthen direct traceability."
V.AD-01,Art. 15 - Trustworthiness Evaluation,"ARISE control External Audit: AI Audit (VALIDATE) maps to Art. 15 - Trustworthiness Evaluation of prEN 18229-2, which covers AI system accuracy and robustness including testing methods, numerical accuracy limits, performance benchmarks, and robustness evaluation against distribution shift and adversarial conditions. 2 of 6 requirements demonstrate direct keyword alignment to this standard: V.AD-01-req-02 (Audit Readiness: Curate policy sets, inventories, TEVV artifacts, evaluation/verification/validation packages, and incident logs; appoint liaison and evidence owners.) -- matched terms: evaluat, tevv, validation, verification"
V.AD-02,Art. 15 - Testing Methods,"ARISE control External Audit: Security Audit (VALIDATE) maps to Art. 15 - Testing Methods of prEN 18229-2, which covers AI system accuracy and robustness including testing methods, numerical accuracy limits, performance benchmarks, and robustness evaluation against distribution shift and adversarial conditions. 2 of 4 requirements demonstrate direct keyword alignment to this standard: V.AD-02-req-03 (Report & Follow-Up: Review draft findings for accuracy, finalize reports, implement CAPA, and report to leadership.) -- matched terms: accuracy"
V.CI-01,Art. 15 - Trustworthiness Evaluation,"ARISE control Reporting Channels (VALIDATE) maps to Art. 15 - Trustworthiness Evaluation of prEN 18229-2, which covers AI system accuracy and robustness including testing methods, numerical accuracy limits, performance benchmarks, and robustness evaluation against distribution shift and adversarial conditions. The control addresses: Provide safe, accessible, and responsive channels for employees, customers, and users to report risks, incidents, or ethical concerns.. None of the 6 individual requirements contain explicit keyword matches to prEN 18229-2 terminology. The mapping is established at the control level based on overall subject matter and domain alignment. This represents a traceability gap at the requirement level -- consider adding explicit prEN 18229-2 language to one or more requirements to strengthen direct traceability."
V.CI-02,Art. 15 - Robustness Evaluation,"ARISE control Internal Audit: AI Audit (VALIDATE) maps to Art. 15 - Robustness Evaluation of prEN 18229-2, which covers AI system accuracy and robustness including testing methods, numerical accuracy limits, performance benchmarks, and robustness evaluation against distribution shift and adversarial conditions. 2 of 6 requirements demonstrate direct keyword alignment to this standard: V.CI-02-req-02 (Test Procedures: Evidence sampling of TEVV artifacts, fairness/robustness metrics, privacy constraints, explainability proofs, and inventory completeness.) -- matched terms: metric, robustness, test, tevv"
V.CI-03,Art. 15 - Trustworthiness Evaluation,"ARISE control Internal Audit: Security Audit (VALIDATE) maps to Art. 15 - Trustworthiness Evaluation of prEN 18229-2, which covers AI system accuracy and robustness including testing methods, numerical accuracy limits, performance benchmarks, and robustness evaluation against distribution shift and adversarial conditions. 3 of 6 requirements demonstrate direct keyword alignment to this standard: V.CI-03-req-02 (Control Testing: Walkthroughs, design tests, re-performance, and sampling; verify evidence quality and retention.) -- matched terms: test, testing"
V.IA,Art. 15 - Trustworthiness Evaluation,"ARISE control Internal Audit (VALIDATE) maps to Art. 15 - Trustworthiness Evaluation of prEN 18229-2, which covers AI system accuracy and robustness including testing methods, numerical accuracy limits, performance benchmarks, and robustness evaluation against distribution shift and adversarial conditions. The control addresses: Provide independent assurance on the adequacy and effectiveness of security, privacy, and AI governance controls.. None of the 5 individual requirements contain explicit keyword matches to prEN 18229-2 terminology. The mapping is established at the control level based on overall subject matter and domain alignment. This represents a traceability gap at the requirement level -- consider adding explicit prEN 18229-2 language to one or more requirements to strengthen direct traceability."
V.TE-01,Art. 15 - Testing Methods,"ARISE control Testing (VALIDATE) maps to Art. 15 - Testing Methods of prEN 18229-2, which covers AI system accuracy and robustness including testing methods, numerical accuracy limits, performance benchmarks, and robustness evaluation against distribution shift and adversarial conditions. 8 of 8 requirements demonstrate direct keyword alignment to this standard: V.TE-01-req-01 (Independence & Competency: Separate builder and tester responsibilities for high-risk releases; ensure test engineers have AI safety/security skills where applicable.) -- matched terms: test"
V.TE-02,Art. 15 - Testing Methods,"ARISE control Evaluation (VALIDATE) maps to Art. 15 - Testing Methods of prEN 18229-2, which covers AI system accuracy and robustness including testing methods, numerical accuracy limits, performance benchmarks, and robustness evaluation against distribution shift and adversarial conditions. 8 of 8 requirements demonstrate direct keyword alignment to this standard: V.TE-02-req-01 (Evaluation Design: Define goals, metrics (effectiveness, calibration, latency, robustness, fairness, privacy, transparency), datasets, and sampling frames; include domain and demographic slices.) -- matched terms: evaluat, metric, robustness"
V.TE-03,Art. 15 - Testing Methods,"ARISE control Verification (VALIDATE) maps to Art. 15 - Testing Methods of prEN 18229-2, which covers AI system accuracy and robustness including testing methods, numerical accuracy limits, performance benchmarks, and robustness evaluation against distribution shift and adversarial conditions. 7 of 8 requirements demonstrate direct keyword alignment to this standard: V.TE-03-req-01 (Requirements Traceability: Maintain bidirectional traceability across requirements - designs - tests - results; include policy and governance requirements (e.g., logging, retention, guardrails).) -- matched terms: test"
V.TE-04,Art. 15 - Testing Methods,"ARISE control Validation (VALIDATE) maps to Art. 15 - Testing Methods of prEN 18229-2, which covers AI system accuracy and robustness including testing methods, numerical accuracy limits, performance benchmarks, and robustness evaluation against distribution shift and adversarial conditions. 4 of 7 requirements demonstrate direct keyword alignment to this standard: V.TE-04-req-01 (Risk Gates & Go/No-Go: Define validation gates linked to risk appetite; require executive/governance approval when thresholds are marginal.) -- matched terms: validation"
