arise_control_id,prEN 18286 Reference,rationale
R.IC.P,Art. 17 / Cl. 8 - QMS Operational Controls,"ARISE control Public Updates / Disclosures (RESPOND) maps to Art. 17 / Cl. 8 - QMS Operational Controls of prEN 18286, which covers quality management system (QMS) requirements for HRAIS covering context, leadership, planning, support, operations, performance evaluation, and continual improvement. 2 of 7 requirements demonstrate direct keyword alignment to this standard: R.IC.P-req-03 (Predefined Templates: Use predefined media templates and Q&A documents (holding statements) for various scenarios (e.g., Ransomware, Data Leak, AI Bias Event).) -- matched terms: document"
R.IC.R,Art. 17 / Cl. 8 - QMS Operational Controls,"ARISE control Recovery Activity & Restoration (RESPOND) maps to Art. 17 / Cl. 8 - QMS Operational Controls of prEN 18286, which covers quality management system (QMS) requirements for HRAIS covering context, leadership, planning, support, operations, performance evaluation, and continual improvement. 1 of 6 requirements demonstrate direct keyword alignment to this standard: R.IC.R-req-01 (Communication Plans: Implement customer communication plans aligned to business continuity and disaster recovery procedures.) -- matched terms: procedure. These requirements substantively address prEN 18286 obligations at the individual requirement level, confirming strong traceability."
R.IM-01,Art. 17 / Cl. 8 - QMS Operational Controls,"ARISE control Containment (RESPOND) maps to Art. 17 / Cl. 8 - QMS Operational Controls of prEN 18286, which covers quality management system (QMS) requirements for HRAIS covering context, leadership, planning, support, operations, performance evaluation, and continual improvement. 2 of 8 requirements demonstrate direct keyword alignment to this standard: R.IM-01-req-03 (Verification: Validate that containment succeeded and document all actions.) -- matched terms: document"
R.IM-02,Art. 17 / Cl. 8 - QMS Operational Controls,"ARISE control Eradication (RESPOND) maps to Art. 17 / Cl. 8 - QMS Operational Controls of prEN 18286, which covers quality management system (QMS) requirements for HRAIS covering context, leadership, planning, support, operations, performance evaluation, and continual improvement. 2 of 7 requirements demonstrate direct keyword alignment to this standard: R.IM-02-req-04 (Documentation: Record eradication steps, validation outcomes, and responsible owners.) -- matched terms: document"
R.IM-03,Art. 17 / Cl. 8 - QMS Operational Controls,"ARISE control Disaster Recovery (RESPOND) maps to Art. 17 / Cl. 8 - QMS Operational Controls of prEN 18286, which covers quality management system (QMS) requirements for HRAIS covering context, leadership, planning, support, operations, performance evaluation, and continual improvement. 2 of 6 requirements demonstrate direct keyword alignment to this standard: R.IM-03-req-01 (Restore Procedures: Maintain tested restore runbooks for systems, models, and datasets; verify signatures before redeployment.) -- matched terms: procedure"
R.IM-04,"Art. 17 / Cl. 4-6 - QMS Context, Leadership & Planning","ARISE control Business Continuity (RESPOND) maps to Art. 17 / Cl. 4-6 - QMS Context, Leadership & Planning of prEN 18286, which covers quality management system (QMS) requirements for HRAIS covering context, leadership, planning, support, operations, performance evaluation, and continual improvement. 2 of 6 requirements demonstrate direct keyword alignment to this standard: R.IM-04-req-03 (Alternate Procedures: Enable manual service delivery or rerouting to unaffected regions/systems.) -- matched terms: procedure"
R.IR-01,Art. 17 / Cl. 8 - QMS Operational Controls,"ARISE control Incident Response: AI (RESPOND) maps to Art. 17 / Cl. 8 - QMS Operational Controls of prEN 18286, which covers quality management system (QMS) requirements for HRAIS covering context, leadership, planning, support, operations, performance evaluation, and continual improvement. 3 of 10 requirements demonstrate direct keyword alignment to this standard: R.IR-01-req-03 (Containment & Recovery: Disable endpoints, roll back models, or revoke model access tokens. Document and isolate affected artifacts and datasets.) -- matched terms: document"
R.IR-02,Art. 17 / Cl. 8 - QMS Operational Controls,"ARISE control Incident Response: Cybersecurity (RESPOND) maps to Art. 17 / Cl. 8 - QMS Operational Controls of prEN 18286, which covers quality management system (QMS) requirements for HRAIS covering context, leadership, planning, support, operations, performance evaluation, and continual improvement. The control addresses: Coordinate technical response to cybersecurity incidents across infrastructure, endpoints, networks, applications, and third-party systems to limit impact and restore operations.. None of the 8 individual requirements contain explicit keyword matches to prEN 18286 terminology. The mapping is established at the control level based on overall subject matter and domain alignment. This represents a traceability gap at the requirement level -- consider adding explicit prEN 18286 language to one or more requirements to strengthen direct traceability."
R.IR-03,Art. 17 / Cl. 8 - QMS Operational Controls,"ARISE control Incident Response: Privacy (RESPOND) maps to Art. 17 / Cl. 8 - QMS Operational Controls of prEN 18286, which covers quality management system (QMS) requirements for HRAIS covering context, leadership, planning, support, operations, performance evaluation, and continual improvement. 2 of 7 requirements demonstrate direct keyword alignment to this standard: R.IR-03-req-02 (Notification & Reporting: File regulator notices within statutory deadlines (e.g., 72h); notify affected subjects. DPO oversight is mandatory.) -- matched terms: oversight"
R.LL,Art. 17 / Cl. 8 - QMS Operational Controls,"ARISE control Incident Lessons Learned (RESPOND) maps to Art. 17 / Cl. 8 - QMS Operational Controls of prEN 18286, which covers quality management system (QMS) requirements for HRAIS covering context, leadership, planning, support, operations, performance evaluation, and continual improvement. 4 of 6 requirements demonstrate direct keyword alignment to this standard: R.LL-req-02 (Root Cause Analysis (RCA): Document systemic, procedural, or human contributors; prioritize recurring control gaps (using 5 Whys or Fishbone).) -- matched terms: document"
V.AD-01,"Art. 17 / Cl. 4-6 - QMS Context, Leadership & Planning","ARISE control External Audit: AI Audit (VALIDATE) maps to Art. 17 / Cl. 4-6 - QMS Context, Leadership & Planning of prEN 18286, which covers quality management system (QMS) requirements for HRAIS covering context, leadership, planning, support, operations, performance evaluation, and continual improvement. 3 of 6 requirements demonstrate direct keyword alignment to this standard: V.AD-01-req-02 (Audit Readiness: Curate policy sets, inventories, TEVV artifacts, evaluation/verification/validation packages, and incident logs; appoint liaison and evidence owners.) -- matched terms: policy"
V.AD-02,Art. 17 / Cl. 9 - QMS Performance Evaluation,"ARISE control External Audit: Security Audit (VALIDATE) maps to Art. 17 / Cl. 9 - QMS Performance Evaluation of prEN 18286, which covers quality management system (QMS) requirements for HRAIS covering context, leadership, planning, support, operations, performance evaluation, and continual improvement. The control addresses: Gain independent validation of ISMS and cybersecurity posture (e.g., certification or attestation) to enhance trust and demonstrate control effectiveness.. None of the 4 individual requirements contain explicit keyword matches to prEN 18286 terminology. The mapping is established at the control level based on overall subject matter and domain alignment. This represents a traceability gap at the requirement level -- consider adding explicit prEN 18286 language to one or more requirements to strengthen direct traceability."
V.CI-01,Art. 17 / Cl. 10 - QMS Improvement,"ARISE control Reporting Channels (VALIDATE) maps to Art. 17 / Cl. 10 - QMS Improvement of prEN 18286, which covers quality management system (QMS) requirements for HRAIS covering context, leadership, planning, support, operations, performance evaluation, and continual improvement. 2 of 6 requirements demonstrate direct keyword alignment to this standard: V.CI-01-req-02 (Triage & SLAs: Categorize reports (security, privacy, ethics, product safety); set response/acknowledgement SLAs; track every submission to closure.) -- matched terms: mission"
V.CI-02,"Art. 17 / Cl. 4-6 - QMS Context, Leadership & Planning","ARISE control Internal Audit: AI Audit (VALIDATE) maps to Art. 17 / Cl. 4-6 - QMS Context, Leadership & Planning of prEN 18286, which covers quality management system (QMS) requirements for HRAIS covering context, leadership, planning, support, operations, performance evaluation, and continual improvement. 3 of 6 requirements demonstrate direct keyword alignment to this standard: V.CI-02-req-01 (Risk-Based Plan: Annual AI audit plan focusing on high-impact systems and recent changes; align scope to risk register.) -- matched terms: scope"
V.CI-03,Art. 17 / Cl. 9 - QMS Performance Evaluation,"ARISE control Internal Audit: Security Audit (VALIDATE) maps to Art. 17 / Cl. 9 - QMS Performance Evaluation of prEN 18286, which covers quality management system (QMS) requirements for HRAIS covering context, leadership, planning, support, operations, performance evaluation, and continual improvement. 1 of 6 requirements demonstrate direct keyword alignment to this standard: V.CI-03-req-02 (Control Testing: Walkthroughs, design tests, re-performance, and sampling; verify evidence quality and retention.) -- matched terms: quality. These requirements substantively address prEN 18286 obligations at the individual requirement level, confirming strong traceability."
V.IA,"Art. 17 / Cl. 4-6 - QMS Context, Leadership & Planning","ARISE control Internal Audit (VALIDATE) maps to Art. 17 / Cl. 4-6 - QMS Context, Leadership & Planning of prEN 18286, which covers quality management system (QMS) requirements for HRAIS covering context, leadership, planning, support, operations, performance evaluation, and continual improvement. 4 of 5 requirements demonstrate direct keyword alignment to this standard: V.IA-req-01 (Charter & Independence: Audit function authorized by management and free from conflicts.) -- matched terms: charter"
V.TE-01,Art. 17 / Cl. 10 - QMS Improvement,"ARISE control Testing (VALIDATE) maps to Art. 17 / Cl. 10 - QMS Improvement of prEN 18286, which covers quality management system (QMS) requirements for HRAIS covering context, leadership, planning, support, operations, performance evaluation, and continual improvement. 2 of 8 requirements demonstrate direct keyword alignment to this standard: V.TE-01-req-04 (Change Governance: Require test evidence for change approvals; capture traceability between requirements, risks, tests, and outcomes; version-controlled and traceable via a documented QMS procedure.) -- matched terms: document, governance, procedure"
V.TE-02,Art. 17 / Cl. 10 - QMS Improvement,"ARISE control Evaluation (VALIDATE) maps to Art. 17 / Cl. 10 - QMS Improvement of prEN 18286, which covers quality management system (QMS) requirements for HRAIS covering context, leadership, planning, support, operations, performance evaluation, and continual improvement. 2 of 8 requirements demonstrate direct keyword alignment to this standard: V.TE-02-req-02 (Independence & Review: Peer review by evaluation specialists; escalation to governance committees for borderline cases.) -- matched terms: committee, governance"
V.TE-03,Art. 17 / Cl. 9 - QMS Performance Evaluation,"ARISE control Verification (VALIDATE) maps to Art. 17 / Cl. 9 - QMS Performance Evaluation of prEN 18286, which covers quality management system (QMS) requirements for HRAIS covering context, leadership, planning, support, operations, performance evaluation, and continual improvement. 3 of 8 requirements demonstrate direct keyword alignment to this standard: V.TE-03-req-01 (Requirements Traceability: Maintain bidirectional traceability across requirements - designs - tests - results; include policy and governance requirements (e.g., logging, retention, guardrails).) -- matched terms: governance, policy"
V.TE-04,Art. 17 / Cl. 10 - QMS Improvement,"ARISE control Validation (VALIDATE) maps to Art. 17 / Cl. 10 - QMS Improvement of prEN 18286, which covers quality management system (QMS) requirements for HRAIS covering context, leadership, planning, support, operations, performance evaluation, and continual improvement. 3 of 7 requirements demonstrate direct keyword alignment to this standard: V.TE-04-req-01 (Risk Gates & Go/No-Go: Define validation gates linked to risk appetite; require executive/governance approval when thresholds are marginal.) -- matched terms: governance"
